Business Name,Business ID,Review ID,Review Text,Review Rating,Review Time
The Hill at Muza,dLKlz2Kv5L3pGZ_LzTB7ww,qgibfONp_lcX4Y0DFS2tAg,This was a neat little place! really a cute atmosphere and we enjoyed ourselves. We had the pretzel bites and some beers. You order and pay at the bar and...,4,2019-11-22 07:00:50
The Hill at Muza,dLKlz2Kv5L3pGZ_LzTB7ww,vRPFn1iRtRdvPGD4z1rkIQ,"was looking for a good place to have girls night and with the reviews here, it seemed like an easy choice. We walked up the stairs in the alley way and my...",5,2018-09-14 19:39:50
The Klam'r Tavern and Marina,r4b5_IVvNDPxO1b4mLWduA,8JwxOvMHzkskkz4Doj8MQQ,"Get Klam'red!

My husband and I drive by the Klam'r every day after work. For so long it was under construction and FINALLY the day came when it was open....",5,2018-06-07 18:30:28
The Klam'r Tavern and Marina,r4b5_IVvNDPxO1b4mLWduA,dBVpKUmReWJM13YPvsC7xQ,I heard about this place on a whim and it's so hard to find a good fish fry around here AND have fresh cut French fries.  This was a double score!!! I...,4,2020-04-10 16:39:20
The Klam'r Tavern and Marina,r4b5_IVvNDPxO1b4mLWduA,cuo8G0zag-gWfaAH-szpFw,This is a hidden gem. Food was great. Prices are reasonable. The staff is tremendous. I had a burger which was grilled to perfection. I saw someone who had...,5,2019-08-23 08:37:46
Ale House,Qh-hU4JKEjF4kkSe0IGdSA,DWrq2lIdmZsfJ0zyCJTbHg,"The wings here are the main calling card of the establishment. Perfectly cooked and crisped, with an exceptional sauce to boot. Staff is nice,  drinks are...",5,2020-01-15 17:25:24
Ale House,Qh-hU4JKEjF4kkSe0IGdSA,LgBiOuqFpWHL1V80wCz6JA,"If a place claims 'Award Winning Chicken Wings' you can probably see me running towards them. 

Very happy I finally made it to Ale House for a night of...",4,2019-08-08 06:57:38
Ale House,Qh-hU4JKEjF4kkSe0IGdSA,ItnEzn7QeSVDUhcn6T8k2w,"There are wing cooking professionals at this dive bar in Troy.

A dive is an understatement. They gave us paper plates. The lighting in the dining room is...",5,2019-08-09 18:01:06
Swifty's Restaurant & Pub - Albany,XhuTorx18oi4G-KxWf-jrg,miHwSDuELaRWeQvKicKIbA,Swifty's is a comfortable place to go. It's what you expect it to be. A place to go for a drink or two or pub food that's reliably good. It was packed on a...,4,2019-12-10 12:12:37
Swifty's Restaurant & Pub - Albany,XhuTorx18oi4G-KxWf-jrg,xYhZZHBMlopH_l6FrKN_Jw,"Swifty's is a lively pub on the outskirts of Colonie. As we entered the place was hoping with lots noisy bar chatter. 

My group ordered some pitchers of...",4,2019-09-10 16:56:41
Swifty's Restaurant & Pub - Albany,XhuTorx18oi4G-KxWf-jrg,hhZG98tj7GH8FV-Y-GzXCg,"Swifty's is a great little bar restaurant right on the edge of Colonie and Albany. I have been here a few times and have never felt disappointed.

It seems...",4,2019-08-16 07:43:34
Dee Dee's Tavern,TKZML69z7ZHoppAnclWOlg,ndPQ1HLbtltjSSbkBMHjMA,"Great little spot! It's ""overpowered"" by Philly Bar
Down the road, which is so crowded and overpriced. 
Head to Dee Dee's if you're look for a strong mixed...",5,2019-07-05 05:34:14
Dee Dee's Tavern,TKZML69z7ZHoppAnclWOlg,zqPHFd4RSMVNwkMHt29VYg,Good food best place in latham! If you love great food and entertainment then come check this place out!,5,2018-10-24 12:07:15
Dee Dee's Tavern,TKZML69z7ZHoppAnclWOlg,ily0EZhejZldw0e3QTZPEg,The service here is lousy.  I had a birthday party here.  We confirmed the reservation twice.  We got there and they did not reserve space for us.  Because...,1,2017-03-12 19:52:24
The Lounge at Glen Sanders Mansion,H-fqUkeM7_huFGZogn-75Q,EXE79MIewHNbM0U37jpJAA,"A little more than six months after Mazzone invests $1.5 million dollars into a remodel of the wedding venue (grand stairs, etc) attempting to secure the...",1,2020-01-29 09:38:57
The Lounge at Glen Sanders Mansion,H-fqUkeM7_huFGZogn-75Q,Hz9_D813ZLzbmbGw22CCXQ,"We made a reservation for our 25th wedding anniversary.  Since it was a Sunday, we were seated downstairs in the Maquas Lounge.  I had been in the lounge...",4,2017-09-04 17:41:12
The Lounge at Glen Sanders Mansion,H-fqUkeM7_huFGZogn-75Q,za_w3EGnqR4YwC10x6JaDQ,"Sunday Brunch. We've been to several delicious events hosted by the Mazzone group, and we were given a gift card for their restaurants so we were anxious to...",1,2016-05-16 19:21:12
Twisted Vine Wine & Tap,lqg9DGqCDLaZYjDZP7NMXw,kzIooWFA1Vyj6ZwWfam-vg,"I really like this place.  My five-star review is slightly biased, but that's because it's within walking distance to my house.  Everyone should have a...",5,2016-05-08 07:38:43
Twisted Vine Wine & Tap,lqg9DGqCDLaZYjDZP7NMXw,0vCAeBwwTwJD9Qtqh5GSJQ,"I've since been back to Twisted Vine. My friends and I ordered salads, which were really tasty. I had one with roasted veggies. However, all salads were...",3,2019-10-21 08:20:10
Twisted Vine Wine & Tap,lqg9DGqCDLaZYjDZP7NMXw,T2-ciRTIiqshpB7aZ4_ufA,A nice place for a quiet night out with a small group of friends. The staff who helped us through the night were nice. Kitchen service closes at 10 pm and...,4,2019-04-14 16:06:19
The Black Bear Inn,7VkQeZ-xbyq0b1UWema6KA,x_vy5JnB53aG8qgi4y31_A,"First of all uncle Mike rocks!
The restaurant at this place has a menu so creative and so unlike many I've seen in large cities such as New York San...",5,2019-12-28 10:20:07
The Black Bear Inn,7VkQeZ-xbyq0b1UWema6KA,KmJvJBpnlef7guCLqfSMmg,"I wanted some wings and didn't want to go to the nearby pizza take out.    Its not that those are bad, but it seemed like a nice night for  another choice....",4,2020-01-15 12:12:25
The Black Bear Inn,7VkQeZ-xbyq0b1UWema6KA,X1_1dOXIvW3TeX5oVA0CFA,"The Black Bear Inn is a no frills, local watering hole. While there you will most likely encounter some folks who spend LOTS of time at this bar.

They...",4,2020-01-14 10:39:45
Caskade Kitchen & Bar,YzYyzPNbE2OIBMclHX4tKw,1U6k16Fg0_IsH6Tshvw8mw,One of the best spots in Cohoes for a drink and good bite. This is a regular spot for me these days. Bartenders are great. Food is fantastic. Korean brisket...,5,2020-01-25 14:40:11
Caskade Kitchen & Bar,YzYyzPNbE2OIBMclHX4tKw,PTfUVas05AlAYh0vOvPLPA,"Food and atmosphere are consistently great.

Overpriced for the area but you generally get what you pay for, with the exception of who is serving you...

My...",3,2020-02-14 19:28:32
Caskade Kitchen & Bar,YzYyzPNbE2OIBMclHX4tKw,Gzeixlwoo5Iuzi5-M9Q7JA,"Caskade, with their creatives plates,  is keeping its small city alive with fresh faces

Caskade is a small plate restaurant that offers with fresh,...",4,2020-01-26 07:01:11
Ye Olde Tavern Sports Bar,DcbHn-eUjvE0vuf7Iwt7aA,XOUnNcTD_4MjyGrjDCWWuA,"used to live right around the corner from this bar.  Always enjoyed myself when we went here.  Decent prices, great staff (this was back in 2010 or so).  If...",4,2018-12-18 22:55:15
Ye Olde Tavern Sports Bar,DcbHn-eUjvE0vuf7Iwt7aA,drXV-v39FWyJsBKqPcoxPA,Dive bar-- bartender is nice. Don't expect much -- no drafts- nothing fancy. Bartender did have a few specialty cocktails to offer- pineapple upside down...,3,2017-01-02 09:30:15
Ye Olde Tavern Sports Bar,DcbHn-eUjvE0vuf7Iwt7aA,g1rt-JSH9ZrC9NzLSz0nww,"Great place it is what it is a ""local dive bar""! Don't expect the Ritz yuppies if youre coming here lol. For all you people with anything lower than a three...",5,2016-01-06 07:29:41
Pauly's Hotel,i9M1_Sg4n5EUVWK2ugXtnA,Hx9xg2n_DyvutlnAoJcpFA,"i used to go this bar a lot but that was when i was younger and had a much harder time saying no to my friends. now that im older, ive realized the only...",5,2018-12-18 08:39:48
Pauly's Hotel,i9M1_Sg4n5EUVWK2ugXtnA,tWT8f8uX8yAJn_jQXn9l3Q,As a professional Talent buyer and booking agent I don't normally seek out bars for purposes of booking a show. For various reasons it's usually too much...,1,2015-07-19 08:10:55
Pauly's Hotel,i9M1_Sg4n5EUVWK2ugXtnA,yCp2j5Ve7WYWuet1vXJCuQ,"Pretty decent bar. they have a ton of beers on tap and a good-size performance space in back. Everybody has disavowed this, but your favorite band from back...",3,2015-12-14 18:47:20
Bombers Burrito Bar,arrnPPBhjr7AGZMcWlICJw,yiATuMqQ-3BztTaD6L4a2A,Solid casual spot to grab lunch or dinner with friends. Food is always great and the margaritas are even better. Would avoid coming here on a weekend night...,4,2020-03-05 19:48:27
Bombers Burrito Bar,arrnPPBhjr7AGZMcWlICJw,GbneszYZHjrYIWFIs0PXYw,Four of us walked in last night to grab some food to go after a fun game night. The gentleman behind the counter said that they were closed. I asked when...,1,2020-03-17 07:12:58
Bombers Burrito Bar,arrnPPBhjr7AGZMcWlICJw,Nrw0OU66YqXop5O7ymlb9g,"Bomber's Burrito Bar is Albany to me. It's not the best, certainly not the worst, but it's pretty dang delicious. While Albany, apparently, has changed a...",5,2019-06-11 16:25:54
Hill Street Cafe,XtW1kV9zRsldHEGOS09Ayg,NN9J-txksghwjNjetJpX9Q,"I live in VT but I make this place a stop every time I come to Albany. 
The Pizza is very good and priced right (the large is 18""- that's big), the wings...",4,2019-08-05 14:07:04
Hill Street Cafe,XtW1kV9zRsldHEGOS09Ayg,M1kGwnjoV8eWiQBahBNJ5Q,"The beer list, well I did not see that coming. It is fantastic. It has a few beers you probably can't find in any other bars in Albany. We were impressed....",4,2019-07-16 06:12:54
Hill Street Cafe,XtW1kV9zRsldHEGOS09Ayg,57auxX-VypD4wkoNYooWEw,"Rereading my last review from my first visit over ten years ago, I was compelled to come back and share how much this place has grown on me the more and...",4,2019-05-03 19:04:49
Parish Public House,lPIpFKYO-LCA1bABgaQubw,vZzG5DfCjHOQFInbsdVqnw,"Food is great here.  Not sure why anyone would rate it less than 5 stars. Po Boys are all
Slamming. One of the best Cuban sandwiches I've ever had even...",5,2020-01-10 11:16:36
Parish Public House,lPIpFKYO-LCA1bABgaQubw,1we9qgplaf68pob7jrZvlA,"Ok Yelp, we were there & I can assure you they are open on Sundays.

We were staying in Albany at the Holiday Inn Express and asked if there were someplace...",5,2019-08-05 18:44:11
Parish Public House,lPIpFKYO-LCA1bABgaQubw,8t38HPux_V6OFJ-5vlkS9A,"The fried chicken sandwich here is very good, but the main attraction for me during my visit was the fries. Seasoned to perfection and with just the right...",4,2019-07-23 17:30:26
IL Faro Restaurant & Bar,rgE5mVpDI12N_PGbfthxQg,wj5l0DB5aA8uh-oSHzIwGw,"We went here last night to celebrate a promotion. We went late around 9:30 and they were incredible. Not only was the food so good, the hospitality was...",5,2019-11-10 12:50:30
IL Faro Restaurant & Bar,rgE5mVpDI12N_PGbfthxQg,byz0EaTPV2uK6MjbxVRiAg,"This was our first and last visit. 
Our waitress was excellent. But we did ask her if they could turn the heat up (or on) as it was cold. 
We kept our coats...",2,2019-12-19 19:04:25
IL Faro Restaurant & Bar,rgE5mVpDI12N_PGbfthxQg,fFZ7hSgjOnGWdwNOj1w6Fg,"I remember this location when it was Charley Weaver's Restaurant. Nice, cozy neighborhood place.  Then it became Casey's Well, the name derived from the two...",2,2019-10-28 12:39:41
World of Beer,PVKwlIx1IDDvzq_oIWnSog,-kQB21lDyWzX7i9A1XgvKQ,"For now three stars, but I think it will be more when I get a chance to come back.
I was here for their taco Tuesday.  I ordered a chicken and shrimp taco....",3,2019-04-13 20:15:57
World of Beer,PVKwlIx1IDDvzq_oIWnSog,N6eJeXWbrBiu-4d1EOMTRQ,About a week ago on a Sunday i went into world of beer for the first time while i was doing some shopping in the mall. I stopped in for a drink & a app. It...,2,2020-03-18 06:02:29
World of Beer,PVKwlIx1IDDvzq_oIWnSog,uen-TN6pdLqB9XMyJc9zrw,"It's fine. I guess. There aren't a whole lot of choices in the mall and we wanted drinks and dinner before a movie, so World of Beer won out. 

It's seat...",2,2019-03-05 05:35:27
O'Toole's Restaurant Pub,MHLI8NQTKgBQpIQOXgAjSw,1Da8GreU7K0_ZPoQoQVOBA,"I just had my daughter's baby shower in the Back Room at O'Tooles. The manager, Anthony and his staff were so professional and easy to work with.Tony, the...",5,2019-12-18 16:01:39
O'Toole's Restaurant Pub,MHLI8NQTKgBQpIQOXgAjSw,GwLHrTN62B9Trsn3qJ3mzQ,We have been regulars for a while now . Every week - tonight new workers at the bar . A girl who wouldn't make eye contact and a guy who told me to wait...,1,2020-01-29 16:07:37
O'Toole's Restaurant Pub,MHLI8NQTKgBQpIQOXgAjSw,Fc6EMjYaXls8UzkdABY_UQ,Sadly this place has become so lacking I don't know where to begin. We used to enjoy coming here. We have now given it more than one try and every time we...,2,2020-01-19 18:08:42
Orchard Tavern West,5-b3jtSrWL4N7EVACTI2_w,dHsc5FaZCUBRAVfJdDqccg,"Orchard Tavern West (OTW) opened in late 2019 in the former Dorato's space in Star Plaza near the US 20/NY 155 intersection. 

OTW is the second location...",3,2019-12-15 12:27:11
Orchard Tavern West,5-b3jtSrWL4N7EVACTI2_w,I2dW26jrvzgqV_4i4T8arA,"My family enjoyed the Orchard Tavern for 3 generations so we figured why not try the new West location.  I have never, in my life , seen staff treated so...",1,2020-03-10 19:53:34
Orchard Tavern West,5-b3jtSrWL4N7EVACTI2_w,LvaOH-mFBhXP8Aj6arICuQ,"My family has been going to the original location forever, it was my grandfather's favorite. So, we figured we would check out the new one. Place was kinda...",3,2020-02-22 05:17:46
Ryan's Wake,MuTJSKkzF_fmK-eG8RoZSA,a0GFxeLtQqlWAeICFGaF6w,"I love Ryan's Wake! Not to be confused with a funeral wake, this place really make a big splash (pun intended)! They have amazing food, great drink and...",5,2020-04-11 13:32:55
Ryan's Wake,MuTJSKkzF_fmK-eG8RoZSA,rsiyKg9oznczbZTQnKNCTQ,I'll keep it short and sweet. The combination of an incredible staff and excellent food make this place one of the best in the area. Just go check it out...,5,2020-02-09 12:31:33
Ryan's Wake,MuTJSKkzF_fmK-eG8RoZSA,_CbEf_u8I_ZjbjjDXEcDeQ,A huge THANK YOU to the amazing team at Ryan's Wake last night the best Birthday ever! The food was amazing and they pulled it off beyond my...,5,2019-05-10 12:29:43
The Box Office,uSpi5VF1rpAJ0j_Qy4Ldlg,i8xFb1RhyKxy8yYVhKdtcw,"Stopped in for a quick bite after Christmas shopping.  So happy that the Madison Theatre has reopened!  But, we didn't come in for a flick, just a nosh and...",5,2019-12-23 13:24:00
The Box Office,uSpi5VF1rpAJ0j_Qy4Ldlg,sBw9UDeuG0VJhl7HzoFcmA,"I was in Albany (Pine Hill neighborhood) for the night. I was able to Air B&B walking distance to this bar. Good thing too, because it was a fun vibe! I...",5,2020-01-17 06:56:38
Hudson Harbor Steak & Seafood,-iYD8-c8EARcW2gtJgQRVw,Y3IByPmabGIWLLSp8MBXSA,Albany Restaurant Week brought us to this lovely old restaurant.    Our waitress was very knowledgeable about the menu and the building.   Building was...,4,2019-04-21 10:22:10
Hudson Harbor Steak & Seafood,-iYD8-c8EARcW2gtJgQRVw,ZNn7S3Fo0et3QhgjtWFDmg,I love restaurant week and the menu for this place looked great for I decided to give it a try. There is a small parking lot in the back (big plus for being...,2,2019-04-19 05:49:09
Hudson Harbor Steak & Seafood,-iYD8-c8EARcW2gtJgQRVw,mkIm9y_7TQqKDEwqxrQOGg,"it's just ok.  The place is only open Saturday nights, maybe Friday.  There are very few patrons.  The owners are in more than semiretirement mode and that...",2,2018-07-25 07:18:36
Blue 82,SR1vDW1xeQ5qc-3OmqWQLw,ZJZ-hh2jOyV4Wy9peH5SIQ,0-4. Ordered one light draft off chalkboard and it was out. Was told another light beer was replacement; that keg was empty. Asked what light beers she had...,1,2019-05-03 15:56:13
Blue 82,SR1vDW1xeQ5qc-3OmqWQLw,wY46Lz-dSFrd_8jBa3LimQ,Horrific experience! I'm still slightly confused how this place is in business. Decided to stop here for a drink before a show last evening. I ordered a...,1,2018-11-03 09:02:03
Blue 82,SR1vDW1xeQ5qc-3OmqWQLw,7zP7ccMk-LmBio4ZuPDaEA,I went to Blue 82 specifically for an event I was attending there.  I will start with the negatives.  I drink bourbon.  I know Blue 82 is known for mixed...,3,2017-10-24 07:02:54
Innovo Kitchen,Vw_4CDwAeelc0ZorF8qTBA,11aPedBlbBqylM_2Z9SwDg,The tater tot is an industrially processed product born out of the desire to make use of the otherwise unusable potato scraps leftover from making french...,4,2020-02-15 06:53:32
Innovo Kitchen,Vw_4CDwAeelc0ZorF8qTBA,cFbAMJg5oFiHyWgF78rYzg,"Great food and loved everything about this place!

I came here for late lunch the other day while I was in the area and I loved everything about this...",5,2020-01-26 17:11:31
Innovo Kitchen,Vw_4CDwAeelc0ZorF8qTBA,8QCYmQl7JaS-zvW1UvyOZQ,This was the worst dining experience I have had in many years. It took an hour to get four burgers to the table and when they arrived 2 were raw when...,1,2019-12-16 16:54:25
20 North Broadway Tavern,kqYCzp68RAonIITm32q8Fg,NdyTOWfD-zCtkdGrPQoUYw,"The wings here. Wow. Mad good. 

Went here for beers with a buddy. Grabbed a burger and he got wings and a burger as well. Burgers are huge. A little messy...",5,2020-03-09 10:36:49
20 North Broadway Tavern,kqYCzp68RAonIITm32q8Fg,DgvQ5TOPPSPG7s_zzt-elw,"Came here with a group of friends and was very pleased with the wings. I tried the triple treat, squash and garlic parmesan flavored wings. They all were...",5,2020-01-13 12:36:55
20 North Broadway Tavern,kqYCzp68RAonIITm32q8Fg,wskZhz8pkTMBCdf5lHLJdA,"First off I have to admit I made a tragic mistake.

I had heard from several folks that 20 North was THE spot for wings. I took my wife and we both thought...",5,2019-12-04 08:58:19
Otis & Oliver's,cI1jS7kEq_1YvdI4CglXVw,MBW7bMELoawmwoXC47W42g,"Honestly I thought I completed this review. this place is great!  
Excellent varied menu!
Above average service!
Location is ideal with ample parking, sits...",5,2020-02-18 03:09:23
Otis & Oliver's,cI1jS7kEq_1YvdI4CglXVw,T83wQ9sb6sFoiErWp39V9Q,"What a perfect place to go on a miserable, dark, rainy late autumn night. We were looking for comfort food in a cozy setting and we found it here. We were...",4,2019-11-30 08:55:50
Otis & Oliver's,cI1jS7kEq_1YvdI4CglXVw,2vtAXi9LbvCMZV-7LsVAAA,"Our first visit. I had been told that I must try the ribs. My wife got the fish and chips, which she said was very good and a huge portion. As instructed I...",4,2020-02-15 19:08:44
Ship's Pub,RNTWIcZjwxy4I3-u26-x-g,vo4ny2RtDyli1ER4J_d9YQ,The food here is great when you eat in or take out. Not best for delivery.  I like their Fish and Chips best. I also like their chicken fingers with Mild...,4,2020-03-12 17:05:28
Ship's Pub,RNTWIcZjwxy4I3-u26-x-g,91p5duj6s6t6u81lOBX8cw,"I went for a live show by a band called Yellowdog. They played a mix of grunge and classic rock for anyone that's interested.

The space is decent though as...",3,2020-02-24 14:52:22
Ship's Pub,RNTWIcZjwxy4I3-u26-x-g,ntJxH8rWKDLDU8mGBfhREA,"Standard, good pub fare.

I recently saw a picture of some good looking wings from here. As an amateur wing connoisseur, I had to try them. Also heard they...",4,2019-09-27 06:35:46
Lucas Confectionery,Gc7hSgl-eRrDuYsh0wNdmg,gL2ojuV-B15NqW2DJoe9SQ,"Easily one of my favorite places in Troy and the entire Capital Region. Great atmosphere, great service & staff, of course the best wine",5,2020-02-13 07:08:21
Lucas Confectionery,Gc7hSgl-eRrDuYsh0wNdmg,ACqHE7eEMALcMUr5_8VNlA,Lucas Confectionary- Boujee trendy spot in Troy with delicious finger food. Overall a nice pricey spot for an intimate romantic date or group hang out....,4,2020-03-23 14:26:19
Lucas Confectionery,Gc7hSgl-eRrDuYsh0wNdmg,F545DIsKD8QWwVmCd4FL5Q,Lovely spot for a glass of wine with my husband before dinner. The front of the bar is dark but there's a great pane glass widow to sit in. This allows for...,4,2019-06-15 16:01:49
Paradise Hookah Lounge,nKW7oB7QETmdM6le7pCVPg,B9HvjW4Ul3Zx5qXNty9qLg,Gave us an ice hose on the house and let us play our own music. Definitely the spot to go for hookah and waived the 10% gratuity fee. Awesome place to go...,5,2019-06-21 16:18:53
Paradise Hookah Lounge,nKW7oB7QETmdM6le7pCVPg,Dgy6WOnPMdzu-TZpldgzJQ,I love this hookah lounge ! I was visiting from Atlanta for work and found this spot via yelp ! It's a chill environment and the hookahs are as low as $10 !...,5,2017-07-13 18:42:13
Paradise Hookah Lounge,nKW7oB7QETmdM6le7pCVPg,7RlziPR2c-lUclDttceFOQ,"This is my favorite place to hang out in the Albany area. The atmosphere is nice, low key, not super crowded and the prices are decent. The best part is the...",5,2017-08-18 20:12:31
Wolff's Biergarten,DGhzX0igm7Tcath_gzRx-g,U0xZ3t2I0zGj6eoEBMzm-A,"This Wolff's location gets props for having its own parking.

Going to Wolff's on your birthday is a right of passage for those in the Cap. Reg. -...",4,2019-10-07 06:23:48
Wolff's Biergarten,DGhzX0igm7Tcath_gzRx-g,RdWS3Hf4_zPK4mi0WQOMmg,"I'f you love beer and you want a casual place to hang out and eat peanuts and drink beer, this is for you.  They offer beer flights also. I'm not a beer...",3,2020-01-04 05:48:40
Wolff's Biergarten,DGhzX0igm7Tcath_gzRx-g,yb5C9APmihKaC6mpSTJKKA,Decent beer selection. The vibe is ok. Food offerings are limited and forgettable. Overall it's just another bar. Outdoor seating is the highlight.,3,2019-09-27 19:43:21
Indian Ladder Farms Cidery & Brewery,pEwMYt8E7kS8A6gt0m8-SA,QvqqDxo8pHUlB1qgSt039A,We went when they first started (two fall seasons ago I think) and their set up consisted of a tiny and modest shack and a small handful of beers/ciders...,5,2019-10-18 14:55:08
Indian Ladder Farms Cidery & Brewery,pEwMYt8E7kS8A6gt0m8-SA,SUnPptDqM-LZgvUKyQwj-Q,"We went to Indian Ladder for lunch yesterday. Mixed bag.
It's a cool space--we were inside, since it was rainy and dreary.
Weird set up--you can't order...",3,2019-11-25 08:16:08
Indian Ladder Farms Cidery & Brewery,pEwMYt8E7kS8A6gt0m8-SA,9KrmmUGBUVjesPcZIs5bjg,"Stunning location, relaxing vibe, good beer and snacks. What more could you want from a Sunday Afternoon?

I have loved ILF my whole life growing up, and...",5,2019-08-12 08:57:49
Nighthawks,xFe3auIqUp5x0TfPtHGfOQ,HOoXJq-j616_DzJxk6SftQ,"Cinnamon roll with cream cheese frosting - goddamn delicious. 
Cheeseburger is just a fantastic burger. 
Mimosas are hefty portions and they have bottomless...",5,2020-01-26 14:27:01
Nighthawks,xFe3auIqUp5x0TfPtHGfOQ,ry1nBiqc1OTy0f2D3jYLtQ,"This is probably one of my favorite dining experiences in Troy! I cannot recommend enough! I went in for brunch last Sunday! My waitress, Sarah, was very...",5,2019-11-19 09:49:04
Nighthawks,xFe3auIqUp5x0TfPtHGfOQ,wwS1V5_70bxx5FgH7AB0Dw,"I really, really wanted to like it. I had read great reviews, and this region is desperate for more places that are worth spending money out on. 

The space...",2,2019-11-04 07:19:00
Uncle Sam Lanes,cmMNvAVcs6R_dzE8GEIYgQ,s0LHMrwNb1OvwCOcdis90Q,"The BEST bowling alley in the 518! From Tommy to Robbie, Kevin and Becka this place is pure quality and authentic and all of them contribute to this. I love...",5,2020-01-22 09:26:56
Uncle Sam Lanes,cmMNvAVcs6R_dzE8GEIYgQ,AKVKxmx_ny1-sy34jFgJ-A,"Nice little bowling alley in downtown troy. Me and my friends came here to bowl on a Friday night. Nothing fancy but it was cheap to bowl, $12.00 for 2...",4,2019-03-03 14:07:11
Uncle Sam Lanes,cmMNvAVcs6R_dzE8GEIYgQ,gb3yMq-kY8VG0CSIqUSwSQ,"I've been going here off and on for about 4 years now.  This place is not only well-maintained, but also budget-friendly. I've bowled in a few leagues and...",5,2019-03-26 15:08:37
Arsenal City Tavern,BKNUmYAZeS4RkIRly0MmjQ,OEZHhlesSKZViiwWBekVKw,Stopped in for lunch-grabbed a booth. Very fast and friendly service. We started with nachos loaded with cheese/chili/onions/tomato/green pepper. It came...,5,2020-02-18 11:36:29
Arsenal City Tavern,BKNUmYAZeS4RkIRly0MmjQ,1SlkR9cWiwHl2DGMLLeBAg,"I really like ACT. I have been coming here since they opened and am some-what of a regular. 

The service is always good, and our server remembers our...",4,2019-10-28 11:10:52
Arsenal City Tavern,BKNUmYAZeS4RkIRly0MmjQ,XPdvPpEuNrESjYNYZp1M8w,"Honestly I have gone back and forth as to whether or not this is a three star or four star spot. 

Parking was pretty easy. The bar was loud and lively. I...",3,2019-08-24 11:32:08
Tropics Restaurant & Bar,Gn6YDAClLviY2J1YxUXWwA,qZSao_8ae7_5acWd35isEw,Big portion sizes and tasty food. It was really hard to decide what to get. I got the oxtail with yellow rice and plantains. The pepper sauce was super...,4,2019-05-25 19:41:10
Tropics Restaurant & Bar,Gn6YDAClLviY2J1YxUXWwA,ZwLySRHytXpDb5qOYp9ZrA,"Ooohhhh kkkkkk..... lets talk about the first time eating here. Wife and friend talk about it but for the first time, was not a good one. Food was ordered...",1,2018-02-09 17:27:36
Tropics Restaurant & Bar,Gn6YDAClLviY2J1YxUXWwA,pMOIozPz232bcSWFaUOnPA,"This place is outstanding 
Yes you wait for your food.
But well worth it. Jerk  chicken is great. 
Best wings in town ..big portions",5,2018-12-06 14:56:54
Johnnie's on Broadway,3sdzcFAstEkmRHhpH9Go3A,KqHeLn8FGus0Z0i5s2YLZQ,I use Uber Eats to order food from them and this was the worst. The food was cold the portion of were poor the order was incorrect and it came just thrown...,1,2019-06-02 09:48:37
Johnnie's on Broadway,3sdzcFAstEkmRHhpH9Go3A,wGRnuOp_apFATyzCciZJjA,Great place to grab wings in Albany and they are friendly with the drinks. Cool place to just chill after work or party late night.,4,2018-08-25 17:28:29
Johnnie's on Broadway,3sdzcFAstEkmRHhpH9Go3A,GcA5eSbcEKpMowfmLOacmA,Nice surprise! I went to drinks after work in a Friday. The lemon pepper wings were exceptional. Came extra crispy with lots of flavor. I added a side of...,4,2017-02-04 16:30:53
Roux,GQNlTzcOEGyQNAp8J6x_VA,FxofJisOn_oAO_9xvpBqjA,"Got takeout which was good. This was my first taste of Roux so I kinda got a smorgasbord of things. The highlight, however, was the cheese board. I bet it's...",4,2020-03-27 13:22:04
Roux,GQNlTzcOEGyQNAp8J6x_VA,Qd6-zGqS-U6cGt0y5bKHTA,"Roux. 
Lies. 
Inferior product
False advertising 
Nothing about it is farm to table 
Cut corners to make money not good food",1,2020-03-28 16:52:28
Roux,GQNlTzcOEGyQNAp8J6x_VA,7fnP4B1DFWErHtGdOaNxVA,"Who doesn't love a $10 burger special? Especially if the burger is delicious and it comes with a heap of fries?

[crickets]

That's what I thought. It's...",4,2018-12-19 20:33:04
Iffy's Place,pH7wOL46MF0tktVuCKIUfQ,VsuoZ-XBKDI1eecs6NGfpg,Read the fabulous review from Gabby M - I was so terrified I'm going over there tonight.  Love it!,4,2019-10-27 18:26:54
Iffy's Place,pH7wOL46MF0tktVuCKIUfQ,SY9uJqIioVlv5ZzE0Pr4dA,I stopped going here years ago when they fired the blond barmaid (Valerie?). She was very nice and an excellent bartender. Without her there it's not worth...,1,2014-02-26 14:00:01
Iffy's Place,pH7wOL46MF0tktVuCKIUfQ,gEYm_gbjxvdItPUp9E_zWA,"Fair drinks, at least in terms of Jack & Cokes.  But, no stir!!!",3,2013-08-23 09:32:03
June's Restaurant,HeKnx7ZSWpn_S6oaZfqLeQ,7VEoOksC8gRiWlWy1rRN_g,"I feel ashamed. 

They've been open for five years - and maybe it's my fault for not noticing earlier, or that the construction project at the station has...",5,2018-10-18 08:46:28
June's Restaurant,HeKnx7ZSWpn_S6oaZfqLeQ,o5YMPhmzG19gD5v6bvfhBw,"Are you kidding me? This place was awful. 
We stopped in for some grub and a couple of beers. There was only one person working, the bar and the kitchen at...",1,2019-07-15 21:24:46
June's Restaurant,HeKnx7ZSWpn_S6oaZfqLeQ,LW5DWGX0l5xyqqZ0VyiE3A,"So much fun on A thursday night! Its right next to the train station!! Nice burger and fries! Fred is awesome! They have an old school stereo system
And and...",5,2018-07-26 18:38:05
